step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,221237140_stopped,221237140_accumulated_waiting_time,221237140_average_speed,221237260_stopped,221237260_accumulated_waiting_time,221237260_average_speed,221237272_stopped,221237272_accumulated_waiting_time,221237272_average_speed,221239539_stopped,221239539_accumulated_waiting_time,221239539_average_speed,221241076_stopped,221241076_accumulated_waiting_time,221241076_average_speed,221251086_stopped,221251086_accumulated_waiting_time,221251086_average_speed,221261813_stopped,221261813_accumulated_waiting_time,221261813_average_speed,cluster_221237147_7811951337_7811951340_stopped,cluster_221237147_7811951337_7811951340_accumulated_waiting_time,cluster_221237147_7811951337_7811951340_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
55.0,1,22.0,22.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,26.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,26.0
60.0,1,27.0,27.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,31.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,31.0
65.0,1,32.0,32.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,36.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,36.0
70.0,1,37.0,37.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,41.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,41.0
75.0,1,42.0,21.0,2.953222572091147,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,46.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,46.0
80.0,1,47.0,23.5,7.3204492915283135,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,51.0,0.26639212827290365,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,51.0
85.0,1,52.0,26.0,0.0509646502187065,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,56.0,0.0018546104341105136,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,56.0
90.0,2,62.0,31.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,66.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,66.0
95.0,2,72.0,36.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,76.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,76.0
100.0,2,82.0,41.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,86.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,86.0
105.0,2,92.0,46.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,96.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,96.0
110.0,2,102.0,51.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,106.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,106.0
115.0,2,112.0,56.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,116.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,116.0
120.0,2,122.0,61.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,126.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,126.0
125.0,2,132.0,66.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,136.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,136.0
130.0,2,142.0,71.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,146.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,146.0
135.0,2,152.0,76.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,156.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,156.0
140.0,2,162.0,81.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,166.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,166.0
145.0,3,173.0,57.666666666666664,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,176.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,177.0
150.0,2,182.0,60.666666666666664,0.5755041025035704,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,186.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,186.0
155.0,2,192.0,64.0,3.869301631278234,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,196.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,196.0
160.0,2,202.0,67.33333333333333,1.0099448521789691,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,210.0,0.04377496239607621,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,210.0
165.0,3,215.0,71.66666666666667,5.532575133587246e-05,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,223.0,2.398034584796622e-06,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,223.0
170.0,3,230.0,76.66666666666667,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,238.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,238.0
175.0,3,245.0,81.66666666666667,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,253.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,253.0
180.0,3,260.0,86.66666666666667,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,268.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,268.0
185.0,3,275.0,91.66666666666667,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,283.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,283.0
190.0,3,290.0,96.66666666666667,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,298.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,298.0
195.0,3,305.0,101.66666666666667,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,313.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,313.0
200.0,3,320.0,106.66666666666667,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,328.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,328.0
205.0,3,335.0,111.66666666666667,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,343.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,343.0
210.0,3,350.0,116.66666666666667,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,358.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,358.0
215.0,3,365.0,91.25,2.7192555,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,373.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,373.0
220.0,3,380.0,95.0,2.573089434268914,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,388.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,388.0
225.0,3,395.0,98.75,2.0199976506337807,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,403.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,403.0
230.0,3,410.0,102.5,2.4649167263277363,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,418.0,0.11402235164902876,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,418.0
235.0,3,425.0,106.25,4.9422210526282475,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,433.0,0.0,0,0.0,1.0,0,0.0,0.7314450629523362,0,0.0,1.0,3,433.0
240.0,3,440.0,110.0,6.619730075442579,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,448.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,448.0
245.0,3,455.0,151.66666666666666,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,463.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,463.0
250.0,3,470.0,156.66666666666666,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,478.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,478.0
255.0,3,485.0,161.66666666666666,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,493.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,493.0
260.0,3,500.0,166.66666666666666,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,508.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,508.0
265.0,3,515.0,171.66666666666666,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,523.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,523.0
270.0,3,530.0,176.66666666666666,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,538.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,538.0
275.0,3,545.0,181.66666666666666,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,553.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,553.0
280.0,3,560.0,186.66666666666666,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,568.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,568.0
285.0,3,575.0,191.66666666666666,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,583.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,583.0
290.0,3,590.0,147.5,2.24631351584984,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,598.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,598.0
295.0,3,605.0,151.25,2.379499032531828,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,613.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,613.0
300.0,3,620.0,155.0,1.2186293139271998,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,628.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,628.0
305.0,3,635.0,158.75,1.4198557463469916,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,643.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,643.0
310.0,3,650.0,162.5,3.5968655088157013,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,658.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,658.0
315.0,3,665.0,166.25,1.1339436630335076,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,673.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,673.0
320.0,3,680.0,170.0,2.6678369893425518,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,688.0,0.0,0,0.0,0.4330753048948051,0,0.0,1.0,0,0.0,1.0,3,688.0
325.0,3,695.0,173.75,1.1419075186488568,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,703.0,0.0,0,0.0,0.18536812735413566,0,0.0,1.0,0,0.0,1.0,3,703.0
330.0,4,714.0,178.5,0.00039926642563606666,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,718.0,0.0,1,4.0,6.481371602063672e-05,0,0.0,1.0,0,0.0,1.0,4,722.0
335.0,4,734.0,183.5,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,733.0,0.0,1,9.0,0.0,0,0.0,1.0,0,0.0,1.0,4,742.0
340.0,4,754.0,188.5,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,748.0,0.0,1,14.0,0.0,0,0.0,1.0,0,0.0,1.0,4,762.0
345.0,4,774.0,193.5,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,763.0,0.0,1,19.0,0.0,0,0.0,1.0,0,0.0,1.0,4,782.0
350.0,4,794.0,198.5,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,778.0,0.0,1,24.0,0.0,0,0.0,1.0,0,0.0,1.0,4,802.0
355.0,4,814.0,203.5,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,793.0,0.0,1,29.0,0.0,0,0.0,1.0,0,0.0,1.0,4,822.0
360.0,5,837.0,167.4,0.0,1,3.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,808.0,0.0,1,34.0,0.0,0,0.0,1.0,0,0.0,1.0,5,845.0
365.0,5,862.0,172.4,0.0,1,8.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,823.0,0.0,1,39.0,0.0,0,0.0,1.0,0,0.0,1.0,5,870.0
370.0,4,874.0,174.8,0.4359698873944581,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,838.0,0.0,1,44.0,0.0,0,0.0,1.0,0,0.0,1.0,4,882.0
375.0,4,894.0,178.8,2.1838509630272163,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,853.0,0.0,1,53.0,0.22680999908056917,0,0.0,1.0,0,0.0,1.0,4,906.0
380.0,4,914.0,182.8,0.3306384209594192,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,868.0,0.0,1,58.0,0.03433938543583302,0,0.0,1.0,0,0.0,1.0,4,926.0
385.0,5,937.0,187.4,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,883.0,0.0,2,66.0,0.0,0,0.0,1.0,0,0.0,1.0,5,949.0
390.0,5,962.0,192.4,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,898.0,0.0,2,76.0,0.0,0,0.0,1.0,0,0.0,1.0,5,974.0
395.0,5,987.0,197.4,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,913.0,0.0,2,86.0,0.0,0,0.0,1.0,0,0.0,1.0,5,999.0
400.0,5,1012.0,202.4,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,928.0,0.0,2,96.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1024.0
405.0,5,1037.0,207.4,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,943.0,0.0,2,106.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1049.0
410.0,5,1062.0,212.4,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,958.0,0.0,2,116.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1074.0
415.0,5,1087.0,217.4,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,973.0,0.0,2,126.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1099.0
420.0,5,1112.0,222.4,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,988.0,0.0,2,136.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1124.0
425.0,5,1137.0,227.4,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1003.0,0.0,2,146.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1149.0
430.0,5,1162.0,193.66666666666666,1.8137002444269557,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1018.0,0.0,2,156.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1174.0
435.0,5,1187.0,197.83333333333334,1.9343156066205462,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1033.0,0.0,2,166.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1199.0
440.0,5,1212.0,202.0,1.0461988573637158,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1048.0,0.0,2,176.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1224.0
445.0,5,1237.0,206.16666666666666,2.7773609926085285,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1063.0,0.0,2,186.0,0.0,0,0.0,0.5674600183942925,0,0.0,1.0,5,1249.0
450.0,5,1262.0,210.33333333333334,1.22534374924562,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1078.0,0.0,2,196.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1274.0
455.0,5,1287.0,214.5,2.405766609260959,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1093.0,0.0,2,206.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1299.0
460.0,5,1312.0,218.66666666666666,0.9956108677486167,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1108.0,0.0,2,216.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1324.0
465.0,5,1337.0,222.83333333333334,2.296583434261651,0,0.0,1.0,0,0.0,0.4692293444454787,0,0.0,1.0,0,0.0,1.0,3,1123.0,0.0,2,226.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1349.0
470.0,5,1362.0,227.0,1.170549042618133,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1138.0,0.0,2,236.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1374.0
475.0,5,1387.0,231.16666666666666,2.355812883628386,0,0.0,1.0,0,0.0,1.0,0,0.0,0.96266176837294,0,0.0,1.0,3,1153.0,0.0,2,246.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1399.0
480.0,5,1412.0,282.4,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1168.0,0.0,2,256.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1424.0
485.0,5,1437.0,287.4,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1183.0,0.0,2,266.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1449.0
490.0,5,1462.0,292.4,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1198.0,0.0,2,276.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1474.0
495.0,5,1487.0,297.4,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1213.0,0.0,2,286.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1499.0
500.0,5,1512.0,252.0,1.6879936666666666,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1228.0,0.0,2,296.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1524.0
505.0,5,1537.0,256.1666666666667,1.5790522086290781,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1243.0,0.0,2,306.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1549.0
510.0,5,1562.0,260.3333333333333,1.5049885479784086,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1258.0,0.0,2,316.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1574.0
515.0,5,1587.0,264.5,1.1137420648682814,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1273.0,0.0,2,326.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1599.0
520.0,5,1612.0,268.6666666666667,2.502865759203081,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1288.0,0.0,2,336.0,0.0,0,0.0,0.5967278484680774,0,0.0,1.0,5,1624.0
525.0,5,1637.0,272.8333333333333,1.039537440576649,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1303.0,0.0,2,346.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1649.0
530.0,5,1662.0,277.0,2.0055857759149704,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1318.0,0.0,2,356.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1674.0
535.0,5,1687.0,281.1666666666667,1.1217161573181966,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1333.0,0.0,2,366.0,0.08914571449242681,0,0.0,1.0,0,0.0,1.0,5,1699.0
540.0,5,1712.0,285.3333333333333,2.0596386113348952,0,0.0,1.0,0,0.0,0.49105458918219463,0,0.0,1.0,0,0.0,1.0,3,1348.0,0.0,2,376.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1724.0
545.0,5,1737.0,289.5,3.5580160365274405,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1363.0,0.0,2,386.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1749.0
550.0,5,1762.0,352.4,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1378.0,0.0,2,396.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1774.0
555.0,5,1787.0,357.4,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1393.0,0.0,2,406.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1799.0
560.0,5,1812.0,362.4,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1408.0,0.0,2,416.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1824.0
565.0,5,1837.0,367.4,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1423.0,0.0,2,426.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1849.0
570.0,5,1862.0,372.4,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1438.0,0.0,2,436.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1874.0
575.0,5,1887.0,314.5,1.2004308922992397,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1453.0,0.0,2,446.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1899.0
580.0,5,1912.0,318.6666666666667,2.0939672833585905,0,0.0,0.47903903436634665,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1468.0,0.0,2,456.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1924.0
585.0,6,1938.0,323.0,0.011619674319990433,1,1.0,0.0026582447634863225,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1483.0,0.0,2,466.0,0.0,0,0.0,1.0,0,0.0,1.0,6,1950.0
590.0,5,1962.0,327.0,0.43333333333333335,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1498.0,0.0,2,476.0,0.0,0,0.0,1.0,0,0.0,1.0,5,1974.0
595.0,5,1987.0,331.1666666666667,2.0091863896246314,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1513.0,0.0,2,490.0,0.1532145409015234,0,0.0,1.0,0,0.0,1.0,5,2003.0
600.0,5,2012.0,335.3333333333333,0.09178897686542949,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,1528.0,0.0,2,500.0,0.006999552666134049,0,0.0,1.0,0,0.0,1.0,5,2028.0
